Time,Sound Velocity ,Pressure,Depth,Temperature,Conductivity ,Salinity,Potential Temperature ,Oxygen [mg/l],"Oxygen, [umol/Kg]",Density
158.5,1488.31,27.759,27.501,11.0522,34.311832,30.264,11.049,3.73927,114.217,1023.2072
158.75,1488.31,27.761,27.503,11.0523,34.311406,30.2635,11.0491,3.73994,114.238,1023.2068
159,1488.31,27.755,27.497,11.052,34.311589,30.2639,11.0487,3.73786,114.174,1023.2072
159.25,1488.31,27.746,27.488,11.0519,34.311832,30.2642,11.0487,3.73552,114.103,1023.2074
159.5,1488.31,27.739,27.48,11.0522,34.312015,30.2642,11.0489,3.73807,114.181,1023.2073
159.75,1488.31,27.74,27.481,11.0523,34.312015,30.2641,11.0491,3.73585,114.113,1023.2072
160,1488.31,27.748,27.49,11.0524,34.311832,30.2639,11.0491,3.73806,114.18,1023.207
160.25,1488.31,27.76,27.502,11.0523,34.311589,30.2637,11.0491,3.74984,114.54,1023.207
160.5,1488.31,27.768,27.51,11.0522,34.311406,30.2636,11.0489,3.74354,114.348,1023.207
160.75,1488.31,27.77,27.511,11.0518,34.311162,30.2636,11.0486,3.73585,114.113,1023.2071
161,1488.31,27.762,27.503,11.0515,34.311589,30.2643,11.0483,3.74021,114.246,1023.2076
161.25,1488.31,27.752,27.494,11.0517,34.311832,30.2644,11.0485,3.73675,114.141,1023.2076
161.5,1488.31,27.748,27.49,11.0519,34.311832,30.2642,11.0487,3.74131,114.28,1023.2074
161.75,1488.31,27.753,27.494,11.0519,34.311832,30.2642,11.0487,3.73578,114.111,1023.2074
162,1488.31,27.763,27.505,11.052,34.311832,30.2641,11.0488,3.74646,114.437,1023.2074
162.25,1488.31,27.77,27.511,11.0523,34.311345,30.2634,11.0491,3.75006,114.547,1023.2068
162.5,1488.31,27.766,27.508,11.0522,34.311832,30.264,11.0489,3.75196,114.605,1023.2073
162.75,1488.31,27.751,27.493,11.0522,34.311832,30.264,11.0489,3.74817,114.489,1023.2072
163,1488.31,27.733,27.475,11.0522,34.312259,30.2644,11.049,3.75187,114.602,1023.2074
163.25,1488.31,27.722,27.464,11.0525,34.312015,30.2639,11.0493,3.74372,114.353,1023.207
163.5,1488.31,27.73,27.472,11.0526,34.312259,30.2641,11.0493,3.74761,114.472,1023.2071
163.75,1488.31,27.752,27.494,11.0525,34.311832,30.2637,11.0493,3.7467,114.444,1023.207
164,1488.31,27.779,27.521,11.0523,34.311406,30.2635,11.0491,3.74062,114.259,1023.2069
164.25,1488.31,27.796,27.538,11.052,34.311162,30.2635,11.0488,3.74103,114.271,1023.207
164.5,1488.31,27.796,27.538,11.0517,34.310979,30.2636,11.0485,3.74557,114.41,1023.2071
164.75,1488.31,27.775,27.516,11.0514,34.311162,30.264,11.0482,3.7476,114.472,1023.2074
165,1488.31,27.736,27.477,11.0513,34.311832,30.2647,11.0481,3.74769,114.475,1023.2078
165.25,1488.31,27.696,27.438,11.0515,34.312015,30.2647,11.0483,3.74038,114.251,1023.2076
165.5,1488.31,27.666,27.408,11.0519,34.312259,30.2647,11.0487,3.73499,114.087,1023.2074
165.75,1488.31,27.649,27.391,11.0522,34.312259,30.2644,11.049,3.74474,114.384,1023.2071
166,1488.31,27.635,27.378,11.0525,34.312015,30.264,11.0493,3.73982,114.234,1023.2066
166.25,1488.31,27.621,27.364,11.0525,34.312259,30.2642,11.0493,3.73709,114.151,1023.2067
166.5,1488.31,27.606,27.349,11.0526,34.312259,30.2641,11.0494,3.74217,114.306,1023.2065
166.75,1488.31,27.589,27.332,11.0528,34.312259,30.264,11.0496,3.74526,114.4,1023.2064
167,1488.31,27.569,27.313,11.0526,34.312015,30.2639,11.0494,3.74711,114.457,1023.2063
167.25,1488.31,27.547,27.29,11.0526,34.312015,30.2639,11.0494,3.74056,114.257,1023.2062
167.5,1488.31,27.52,27.264,11.0526,34.311832,30.2637,11.0494,3.7397,114.231,1023.2059
167.75,1488.3,27.489,27.233,11.0525,34.311831,30.2638,11.0493,3.73588,114.114,1023.2058
168,1488.3,27.458,27.203,11.0526,34.311831,30.2638,11.0494,3.74215,114.305,1023.2057
168.25,1488.3,27.43,27.174,11.0525,34.312014,30.264,11.0493,3.74388,114.358,1023.2057
168.5,1488.3,27.407,27.152,11.0524,34.312014,30.2641,11.0492,3.74657,114.44,1023.2057
168.75,1488.3,27.39,27.135,11.0525,34.311831,30.2639,11.0493,3.74652,114.439,1023.2054
169,1488.3,27.374,27.119,11.0525,34.311831,30.2639,11.0493,3.75041,114.558,1023.2054
169.25,1488.3,27.357,27.103,11.0526,34.312014,30.264,11.0494,3.74431,114.371,1023.2054
169.5,1488.3,27.337,27.083,11.0525,34.311831,30.2639,11.0493,3.74893,114.513,1023.2052
169.75,1488.3,27.316,27.061,11.0524,34.311587,30.2638,11.0492,3.74773,114.476,1023.205
170,1488.3,27.291,27.037,11.0524,34.311831,30.264,11.0493,3.74187,114.297,1023.2051
170.25,1488.3,27.266,27.012,11.0522,34.311831,30.2642,11.0491,3.74102,114.271,1023.2051
170.5,1488.3,27.239,26.986,11.0523,34.311404,30.2637,11.0491,3.73757,114.166,1023.2046
170.75,1488.3,27.211,26.958,11.0522,34.311587,30.2639,11.0491,3.73738,114.16,1023.2047
171,1488.3,27.184,26.931,11.0524,34.311587,30.2638,11.0492,3.73891,114.206,1023.2045
171.25,1488.3,27.159,26.907,11.0522,34.311404,30.2638,11.0491,3.74525,114.4,1023.2043
171.5,1488.3,27.139,26.886,11.0522,34.311587,30.264,11.0491,3.74847,114.498,1023.2044
171.75,1488.3,27.122,26.869,11.0522,34.311586,30.264,11.049,3.75018,114.551,1023.2044
172,1488.3,27.107,26.855,11.0521,34.311586,30.2641,11.0489,3.74927,114.523,1023.2044
172.25,1488.3,27.087,26.835,11.0522,34.311586,30.264,11.0491,3.75386,114.663,1023.2042
172.5,1488.3,27.063,26.812,11.0522,34.311586,30.264,11.0491,3.74476,114.385,1023.2041
172.75,1488.3,27.035,26.783,11.0523,34.311586,30.264,11.0492,3.75295,114.635,1023.2039
173,1488.3,27.007,26.755,11.0523,34.311586,30.264,11.0492,3.74565,114.412,1023.2038
173.25,1488.3,26.981,26.73,11.0523,34.311769,30.2642,11.0492,3.74485,114.388,1023.2038
173.5,1488.29,26.961,26.71,11.0523,34.311586,30.264,11.0492,3.7501,114.548,1023.2036
173.75,1488.29,26.943,26.692,11.0523,34.311586,30.264,11.0492,3.75212,114.61,1023.2035
174,1488.29,26.925,26.674,11.0523,34.311403,30.2638,11.0492,3.75169,114.597,1023.2033
174.25,1488.29,26.901,26.651,11.0522,34.311586,30.2641,11.049,3.75326,114.645,1023.2034
174.5,1488.29,26.876,26.626,11.0522,34.311403,30.264,11.049,3.75338,114.648,1023.2032
174.75,1488.29,26.85,26.6,11.0522,34.311403,30.264,11.049,3.7532,114.643,1023.2031
175,1488.29,26.824,26.574,11.0522,34.311403,30.264,11.049,3.75355,114.654,1023.203
175.25,1488.29,26.8,26.551,11.0522,34.311403,30.2639,11.0491,3.75423,114.674,1023.2028
175.5,1488.29,26.78,26.531,11.0523,34.311402,30.2639,11.0492,3.75182,114.601,1023.2027
175.75,1488.29,26.762,26.513,11.0522,34.311585,30.2641,11.0491,3.75232,114.616,1023.2028
176,1488.29,26.746,26.497,11.0524,34.311585,30.264,11.0493,3.75729,114.768,1023.2026
176.25,1488.29,26.727,26.478,11.0526,34.311829,30.264,11.0495,3.74743,114.467,1023.2025
176.5,1488.29,26.706,26.457,11.0528,34.311585,30.2636,11.0497,3.75272,114.628,1023.2021
176.75,1488.29,26.679,26.431,11.0528,34.311585,30.2637,11.0497,3.74767,114.474,1023.202
177,1488.29,26.647,26.399,11.0528,34.311829,30.2639,11.0497,3.75001,114.546,1023.202
177.25,1488.29,26.615,26.368,11.0526,34.311402,30.2637,11.0495,3.74924,114.522,1023.2017
177.5,1488.29,26.585,26.338,11.0527,34.311158,30.2634,11.0496,3.74777,114.477,1023.2013
177.75,1488.29,26.561,26.314,11.0526,34.311402,30.2637,11.0496,3.7552,114.704,1023.2015
178,1488.29,26.544,26.298,11.0526,34.311402,30.2637,11.0495,3.75294,114.635,1023.2015
178.25,1488.29,26.531,26.284,11.0526,34.311585,30.2639,11.0495,3.7528,114.631,1023.2015
178.5,1488.29,26.517,26.27,11.0524,34.311584,30.264,11.0494,3.75407,114.67,1023.2016
178.75,1488.29,26.497,26.25,11.0525,34.311158,30.2636,11.0494,3.7449,114.389,1023.2011
179,1488.29,26.473,26.226,11.0523,34.311158,30.2638,11.0492,3.74465,114.382,1023.2012
179.25,1488.29,26.446,26.2,11.0524,34.311401,30.2639,11.0494,3.74515,114.397,1023.2012
179.5,1488.29,26.422,26.176,11.0524,34.311157,30.2637,11.0493,3.74221,114.307,1023.2009
179.75,1488.29,26.401,26.155,11.0524,34.310975,30.2636,11.0493,3.74588,114.419,1023.2007
180,1488.29,26.38,26.134,11.0524,34.310974,30.2636,11.0493,3.75101,114.576,1023.2006
180.25,1488.28,26.354,26.109,11.0523,34.311157,30.2638,11.0492,3.75366,114.657,1023.2007
180.5,1488.28,26.325,26.08,11.0522,34.310974,30.2637,11.0492,3.75258,114.624,1023.2005
180.75,1488.28,26.295,26.051,11.052,34.310974,30.2639,11.049,3.75995,114.849,1023.2005
181,1488.28,26.273,26.029,11.0521,34.310974,30.2638,11.049,3.75607,114.731,1023.2004
181.25,1488.28,26.259,26.015,11.0521,34.310974,30.2638,11.049,3.76396,114.972,1023.2003
181.5,1488.28,26.248,26.004,11.0521,34.31073,30.2636,11.049,3.77003,115.157,1023.2001
181.75,1488.28,26.23,25.986,11.0522,34.310121,30.263,11.0491,3.76944,115.139,1023.1995
182,1488.28,26.199,25.956,11.052,34.31073,30.2637,11.0489,3.76875,115.118,1023.2
182.25,1488.28,26.158,25.915,11.0518,34.31073,30.2639,11.0488,3.77263,115.236,1023.1999
182.5,1488.28,26.121,25.878,11.052,34.310547,30.2636,11.0489,3.77261,115.236,1023.1995
182.75,1488.28,26.095,25.852,11.0519,34.31073,30.2638,11.0489,3.76756,115.082,1023.1996
183,1488.28,26.087,25.844,11.052,34.31073,30.2638,11.0489,3.76911,115.129,1023.1995
183.25,1488.28,26.088,25.845,11.0518,34.31073,30.2639,11.0488,3.76497,115.003,1023.1996
183.5,1488.28,26.082,25.84,11.0518,34.310547,30.2638,11.0487,3.76235,114.923,1023.1995
183.75,1488.28,26.061,25.819,11.0516,34.310303,30.2636,11.0486,3.76528,115.012,1023.1994
184,1488.28,26.024,25.782,11.0517,34.310547,30.2638,11.0487,3.76242,114.925,1023.1993
184.25,1488.28,25.981,25.74,11.0516,34.310546,30.2639,11.0486,3.75908,114.822,1023.1992
184.5,1488.28,25.944,25.703,11.0517,34.310303,30.2636,11.0487,3.76138,114.893,1023.1988
184.75,1488.28,25.922,25.681,11.0518,34.310546,30.2638,11.0487,3.75716,114.764,1023.1988
185,1488.28,25.912,25.671,11.0517,34.310302,30.2636,11.0487,3.75749,114.774,1023.1987
185.25,1488.28,25.905,25.664,11.0518,34.310546,30.2638,11.0487,3.75643,114.742,1023.1988
185.5,1488.27,25.891,25.65,11.0518,34.310119,30.2634,11.0487,3.75799,114.789,1023.1984
185.75,1488.27,25.865,25.625,11.0517,34.310302,30.2637,11.0487,3.7621,114.915,1023.1985
186,1488.27,25.83,25.59,11.0517,34.310119,30.2635,11.0487,3.76675,115.057,1023.1982
186.25,1488.27,25.794,25.554,11.0515,34.310302,30.2638,11.0486,3.77405,115.28,1023.1983
186.5,1488.27,25.764,25.524,11.0517,34.310302,30.2637,11.0487,3.77009,115.159,1023.198
186.75,1488.27,25.743,25.503,11.0516,34.310302,30.2638,11.0486,3.76922,115.132,1023.198
187,1488.27,25.73,25.49,11.0515,34.310119,30.2637,11.0486,3.76603,115.035,1023.1979
187.25,1488.27,25.719,25.479,11.0515,34.310119,30.2637,11.0486,3.76612,115.038,1023.1978
187.5,1488.27,25.702,25.463,11.0514,34.310119,30.2638,11.0484,3.76832,115.105,1023.1979
187.75,1488.27,25.678,25.44,11.0515,34.310302,30.2639,11.0485,3.76732,115.074,1023.1979
188,1488.27,25.649,25.41,11.0513,34.310119,30.2639,11.0484,3.76531,115.013,1023.1977
188.25,1488.27,25.618,25.38,11.0515,34.310119,30.2638,11.0485,3.76615,115.039,1023.1975
188.5,1488.27,25.592,25.354,11.0515,34.310119,30.2637,11.0486,3.77071,115.178,1023.1973
188.75,1488.27,25.57,25.333,11.0515,34.310118,30.2637,11.0486,3.77181,115.211,1023.1972
189,1488.27,25.552,25.314,11.0515,34.309936,30.2636,11.0485,3.77038,115.168,1023.197
189.25,1488.27,25.533,25.295,11.0515,34.309935,30.2636,11.0486,3.76905,115.127,1023.1969
189.5,1488.27,25.512,25.275,11.0513,34.309935,30.2637,11.0484,3.7737,115.269,1023.197
189.75,1488.27,25.489,25.252,11.0514,34.309935,30.2637,11.0485,3.77504,115.31,1023.1968
190,1488.27,25.465,25.228,11.0513,34.309935,30.2637,11.0484,3.77359,115.266,1023.1968
190.25,1488.27,25.442,25.206,11.0514,34.309935,30.2637,11.0485,3.77644,115.353,1023.1966
190.5,1488.27,25.416,25.18,11.0515,34.309935,30.2637,11.0485,3.7788,115.425,1023.1965
190.75,1488.27,25.39,25.154,11.0514,34.309935,30.2637,11.0485,3.78045,115.475,1023.1964
191,1488.27,25.365,25.129,11.0515,34.309691,30.2634,11.0486,3.7787,115.422,1023.196
191.25,1488.26,25.344,25.108,11.0515,34.309691,30.2634,11.0486,3.77852,115.416,1023.1959
191.5,1488.26,25.326,25.09,11.0515,34.309691,30.2635,11.0485,3.78772,115.697,1023.1959
191.75,1488.26,25.31,25.074,11.0515,34.309691,30.2634,11.0486,3.78173,115.514,1023.1958
192,1488.26,25.289,25.054,11.0513,34.309691,30.2636,11.0484,3.7872,115.682,1023.1959
192.25,1488.26,25.264,25.029,11.0514,34.309935,30.2638,11.0485,3.78867,115.726,1023.1959
192.5,1488.26,25.236,25.002,11.0513,34.309691,30.2636,11.0484,3.78574,115.637,1023.1956
192.75,1488.26,25.21,24.976,11.0513,34.309934,30.2639,11.0484,3.78735,115.686,1023.1958
193,1488.26,25.187,24.953,11.0513,34.309691,30.2637,11.0484,3.79338,115.87,1023.1955
193.25,1488.26,25.165,24.931,11.0513,34.30969,30.2637,11.0484,3.78928,115.745,1023.1954
193.5,1488.26,25.14,24.906,11.0515,34.30969,30.2635,11.0486,3.78669,115.666,1023.1951
193.75,1488.26,25.113,24.88,11.0516,34.309507,30.2632,11.0487,3.78698,115.675,1023.1947
194,1488.26,25.086,24.853,11.0515,34.309507,30.2633,11.0486,3.78608,115.647,1023.1947
194.25,1488.26,25.069,24.835,11.0515,34.30969,30.2635,11.0486,3.78491,115.612,1023.1948
194.5,1488.26,25.06,24.827,11.0513,34.309507,30.2635,11.0484,3.78519,115.62,1023.1947
194.75,1488.26,25.051,24.818,11.0515,34.30969,30.2636,11.0486,3.78336,115.564,1023.1947
195,1488.26,25.033,24.8,11.0513,34.309263,30.2633,11.0484,3.78358,115.571,1023.1945
195.25,1488.26,24.999,24.766,11.0511,34.309507,30.2637,11.0482,3.78831,115.715,1023.1946
195.5,1488.26,24.956,24.724,11.0512,34.309507,30.2636,11.0483,3.78172,115.514,1023.1944
195.75,1488.26,24.916,24.685,11.0513,34.309263,30.2634,11.0484,3.78505,115.616,1023.194
196,1488.26,24.892,24.661,11.0513,34.309507,30.2636,11.0484,3.78845,115.72,1023.1941
196.25,1488.26,24.883,24.652,11.0515,34.309507,30.2634,11.0487,3.78768,115.696,1023.1938
196.5,1488.26,24.878,24.646,11.0513,34.309263,30.2634,11.0484,3.78609,115.648,1023.1938
196.75,1488.26,24.864,24.632,11.0512,34.308836,30.263,11.0483,3.78138,115.504,1023.1935
197,1488.26,24.838,24.607,11.0513,34.308836,30.263,11.0484,3.78786,115.702,1023.1933
197.25,1488.25,24.807,24.576,11.0511,34.308836,30.2632,11.0482,3.78903,115.737,1023.1934
197.5,1488.25,24.779,24.549,11.0509,34.30908,30.2635,11.0481,3.79258,115.846,1023.1936
197.75,1488.25,24.758,24.528,11.0511,34.30908,30.2634,11.0483,3.7923,115.837,1023.1933
198,1488.25,24.738,24.508,11.0512,34.308836,30.2631,11.0483,3.79157,115.815,1023.193
198.25,1488.25,24.712,24.482,11.0511,34.308836,30.2631,11.0483,3.79473,115.912,1023.1929
198.5,1488.25,24.678,24.449,11.0511,34.308409,30.2627,11.0483,3.80686,116.282,1023.1925
198.75,1488.25,24.647,24.418,11.0511,34.308409,30.2628,11.0482,3.81183,116.434,1023.1924
199,1488.25,24.627,24.398,11.0511,34.308652,30.263,11.0482,3.8108,116.403,1023.1925
199.25,1488.25,24.618,24.39,11.051,34.308652,30.2631,11.0481,3.81672,116.583,1023.1925
199.5,1488.25,24.614,24.385,11.051,34.308409,30.2629,11.0482,3.81943,116.666,1023.1923
199.75,1488.25,24.601,24.372,11.051,34.308835,30.2633,11.0482,3.82536,116.847,1023.1926
200,1488.25,24.572,24.344,11.051,34.308652,30.2631,11.0482,3.83033,116.999,1023.1923
200.25,1488.25,24.537,24.309,11.0509,34.308652,30.2632,11.0481,3.83569,117.163,1023.1922
200.5,1488.25,24.503,24.276,11.0509,34.308408,30.263,11.0481,3.8398,117.288,1023.1919
200.75,1488.25,24.483,24.256,11.0511,34.308408,30.2628,11.0483,3.84584,117.473,1023.1916
201,1488.25,24.472,24.245,11.0511,34.308408,30.2629,11.0482,3.84522,117.454,1023.1916
201.25,1488.25,24.46,24.233,11.0509,34.308652,30.2633,11.048,3.84269,117.377,1023.1919
201.5,1488.25,24.439,24.212,11.051,34.308652,30.2632,11.0482,3.84901,117.569,1023.1917
201.75,1488.25,24.41,24.183,11.051,34.308652,30.2632,11.0482,3.84574,117.47,1023.1916
202,1488.25,24.377,24.151,11.0509,34.308408,30.263,11.0481,3.84064,117.314,1023.1914
202.25,1488.25,24.354,24.127,11.051,34.308408,30.263,11.0482,3.83857,117.251,1023.1912
202.5,1488.25,24.332,24.106,11.0509,34.308408,30.2631,11.048,3.84523,117.454,1023.1912
202.75,1488.25,24.31,24.084,11.0508,34.308408,30.2632,11.048,3.84442,117.429,1023.1912
203,1488.24,24.282,24.056,11.0509,34.308407,30.2631,11.0481,3.85313,117.696,1023.191
203.25,1488.24,24.251,24.025,11.0508,34.307798,30.2626,11.048,3.84935,117.58,1023.1905
203.5,1488.24,24.227,24.002,11.0509,34.308224,30.2629,11.0481,3.84208,117.358,1023.1906
203.75,1488.24,24.216,23.991,11.0509,34.308042,30.2628,11.0481,3.84429,117.425,1023.1904
204,1488.24,24.216,23.991,11.051,34.308041,30.2627,11.0482,3.84854,117.555,1023.1903
204.25,1488.24,24.212,23.986,11.0509,34.307798,30.2625,11.0481,3.83997,117.293,1023.1902
204.5,1488.24,24.191,23.966,11.0507,34.307615,30.2625,11.0479,3.84285,117.382,1023.1901
204.75,1488.24,24.15,23.925,11.0507,34.307615,30.2625,11.0479,3.84811,117.542,1023.19
205,1488.24,24.102,23.878,11.0506,34.306944,30.262,11.0478,3.852,117.661,1023.1894
205.25,1488.24,24.064,23.84,11.0504,34.306517,30.2617,11.0476,3.85935,117.886,1023.189
205.5,1488.24,24.044,23.82,11.0506,34.306944,30.262,11.0478,3.87179,118.266,1023.1891
205.75,1488.24,24.037,23.813,11.0506,34.307614,30.2627,11.0478,3.87957,118.503,1023.1896
206,1488.24,24.032,23.809,11.0505,34.307797,30.2629,11.0477,3.86785,118.145,1023.1898
206.25,1488.24,24.019,23.796,11.0507,34.307614,30.2626,11.0479,3.88403,118.639,1023.1895
206.5,1488.24,23.997,23.774,11.0507,34.30737,30.2624,11.0479,3.88225,118.585,1023.1892
206.75,1488.24,23.969,23.746,11.0507,34.307126,30.2622,11.0479,3.89423,118.951,1023.1889
207,1488.24,23.941,23.718,11.0506,34.306943,30.262,11.0478,3.90759,119.359,1023.1887
207.25,1488.24,23.912,23.69,11.0507,34.30676,30.2618,11.048,3.91351,119.54,1023.1883
207.5,1488.23,23.885,23.663,11.0505,34.305907,30.2612,11.0477,3.9224,119.811,1023.1878
207.75,1488.23,23.858,23.636,11.0503,34.305907,30.2613,11.0476,3.92875,120.005,1023.1878
208,1488.23,23.835,23.613,11.05,34.306334,30.262,11.0472,3.94104,120.381,1023.1883
208.25,1488.23,23.819,23.598,11.0498,34.306334,30.2622,11.047,3.93288,120.131,1023.1884
208.5,1488.23,23.81,23.588,11.0499,34.30609,30.2619,11.0471,3.93658,120.245,1023.1881
208.75,1488.23,23.799,23.578,11.0501,34.304871,30.2605,11.0473,3.94135,120.39,1023.1869
209,1488.23,23.78,23.559,11.0495,34.304627,30.2607,11.0468,3.94736,120.574,1023.1871
209.25,1488.23,23.751,23.53,11.0488,34.304627,30.2614,11.046,3.95123,120.692,1023.1876
209.5,1488.23,23.719,23.499,11.0488,34.305907,30.2626,11.0461,3.96796,121.203,1023.1884
209.75,1488.23,23.691,23.471,11.0495,34.305906,30.262,11.0468,3.97951,121.556,1023.1877
210,1488.23,23.671,23.451,11.05,34.305906,30.2616,11.0472,3.98652,121.77,1023.1872
210.25,1488.23,23.654,23.434,11.05,34.305297,30.261,11.0472,4.00378,122.297,1023.1867
210.5,1488.23,23.635,23.415,11.0502,34.304199,30.2598,11.0475,4.00896,122.456,1023.1856
210.75,1488.23,23.611,23.391,11.0499,34.304626,30.2605,11.0471,4.02622,122.983,1023.1861
211,1488.23,23.582,23.363,11.0496,34.304626,30.2607,11.0469,4.03659,123.3,1023.1862
211.25,1488.22,23.556,23.337,11.0498,34.30359,30.2596,11.0471,4.03693,123.31,1023.1852
211.5,1488.23,23.536,23.317,11.0497,34.304626,30.2607,11.047,4.03039,123.11,1023.1859
211.75,1488.22,23.524,23.306,11.0495,34.30298,30.2592,11.0468,4.04022,123.411,1023.1848
212,1488.22,23.513,23.294,11.049,34.30298,30.2596,11.0463,4.04624,123.594,1023.1851
212.25,1488.22,23.496,23.277,11.0486,34.303163,30.2601,11.0459,4.04869,123.669,1023.1855
212.5,1488.22,23.471,23.253,11.048,34.30298,30.2605,11.0453,4.04727,123.626,1023.1858
212.75,1488.22,23.44,23.222,11.0478,34.30359,30.2612,11.0451,4.04957,123.696,1023.1863
213,1488.22,23.407,23.189,11.048,34.304199,30.2617,11.0452,4.06147,124.059,1023.1865
213.25,1488.22,23.377,23.159,11.0486,34.304199,30.2613,11.0459,4.06614,124.202,1023.1859
213.5,1488.22,23.353,23.136,11.0491,34.304625,30.2612,11.0464,4.08416,124.753,1023.1856
213.75,1488.22,23.337,23.12,11.0494,34.303833,30.2602,11.0467,4.08889,124.897,1023.1847
214,1488.22,23.324,23.107,11.0494,34.302309,30.2588,11.0467,4.098,125.175,1023.1835
214.25,1488.22,23.31,23.094,11.0488,34.302736,30.2596,11.0461,4.10815,125.485,1023.1842
214.5,1488.21,23.288,23.071,11.0483,34.301943,30.2593,11.0456,4.12217,125.914,1023.184
214.75,1488.21,23.261,23.044,11.048,34.302553,30.2601,11.0453,4.11999,125.847,1023.1845
215,1488.21,23.231,23.015,11.048,34.302553,30.2602,11.0453,4.12154,125.894,1023.1845
215.25,1488.21,23.207,22.991,11.0481,34.302735,30.2603,11.0454,4.1155,125.71,1023.1844
215.5,1488.21,23.187,22.972,11.0482,34.301943,30.2595,11.0455,4.11854,125.803,1023.1837
215.75,1488.21,23.174,22.958,11.048,34.301943,30.2596,11.0453,4.11452,125.68,1023.1837
216,1488.21,23.154,22.939,11.0478,34.301516,30.2594,11.0451,4.11958,125.835,1023.1835
216.25,1488.21,23.127,22.912,11.0475,34.301943,30.26,11.0449,4.12214,125.913,1023.1839
216.5,1488.21,23.093,22.878,11.0477,34.302735,30.2607,11.045,4.1405,126.473,1023.1843
216.75,1488.21,23.058,22.844,11.048,34.303588,30.2612,11.0453,4.14578,126.635,1023.1845
217,1488.21,23.034,22.82,11.0482,34.303405,30.2609,11.0456,4.15886,127.034,1023.1841
217.25,1488.21,23.021,22.807,11.0485,34.302308,30.2596,11.0458,4.16573,127.244,1023.183
217.5,1488.21,23.013,22.799,11.0483,34.301272,30.2588,11.0456,4.16876,127.337,1023.1823
217.75,1488.21,22.999,22.785,11.0479,34.300845,30.2587,11.0452,4.1804,127.693,1023.1823
218,1488.21,22.976,22.762,11.0472,34.301272,30.2597,11.0445,4.17769,127.609,1023.183
218.25,1488.21,22.943,22.73,11.0472,34.302308,30.2607,11.0445,4.17035,127.385,1023.1837
218.5,1488.21,22.911,22.699,11.0473,34.302735,30.261,11.0447,4.16678,127.276,1023.1838
218.75,1488.21,22.884,22.671,11.0478,34.302734,30.2607,11.0451,4.16652,127.268,1023.1833
219,1488.21,22.864,22.652,11.048,34.302308,30.2601,11.0454,4.16577,127.245,1023.1827
219.25,1488.21,22.846,22.634,11.048,34.301698,30.2595,11.0453,4.16297,127.16,1023.1822
219.5,1488.21,22.828,22.615,11.0478,34.301515,30.2595,11.0451,4.17162,127.424,1023.1822
219.75,1488.21,22.804,22.592,11.0478,34.302125,30.2601,11.0451,4.17298,127.465,1023.1825
220,1488.21,22.778,22.567,11.0478,34.302125,30.2601,11.0452,4.1819,127.738,1023.1824
220.25,1488.21,22.754,22.542,11.0479,34.302307,30.2602,11.0452,4.17646,127.572,1023.1823
220.5,1488.21,22.731,22.52,11.048,34.302551,30.2603,11.0454,4.182,127.741,1023.1823
220.75,1488.21,22.711,22.5,11.0481,34.302307,30.2601,11.0455,4.17866,127.639,1023.182
221,1488.2,22.692,22.481,11.0482,34.301941,30.2596,11.0455,4.17523,127.534,1023.1816
221.25,1488.2,22.673,22.462,11.0482,34.301088,30.2588,11.0455,4.17493,127.525,1023.1808
221.5,1488.2,22.651,22.44,11.0482,34.301088,30.2588,11.0455,4.17249,127.451,1023.1807
221.75,1488.2,22.625,22.414,11.0479,34.301271,30.2592,11.0453,4.16766,127.303,1023.181
222,1488.2,22.594,22.384,11.0478,34.300844,30.2589,11.0452,4.16729,127.292,1023.1806
222.25,1488.2,22.562,22.352,11.0477,34.300234,30.2584,11.0451,4.16117,127.105,1023.1801
222.5,1488.2,22.535,22.326,11.0475,34.30127,30.2596,11.0449,4.16648,127.267,1023.1809
222.75,1488.2,22.518,22.308,11.0478,34.30127,30.2594,11.0451,4.16821,127.32,1023.1807
223,1488.2,22.506,22.297,11.0476,34.29999,30.2583,11.045,4.17368,127.487,1023.1797
223.25,1488.2,22.494,22.285,11.047,34.299807,30.2586,11.0444,4.18201,127.742,1023.18
223.5,1488.19,22.476,22.268,11.0466,34.299381,30.2585,11.044,4.19925,128.268,1023.18
223.75,1488.19,22.45,22.242,11.0463,34.299625,30.259,11.0437,4.20729,128.514,1023.1803
224,1488.19,22.415,22.207,11.0463,34.299807,30.2592,11.0437,4.21819,128.847,1023.1803
224.25,1488.19,22.382,22.174,11.0465,34.29999,30.2593,11.0439,4.22972,129.199,1023.1802
224.5,1488.19,22.359,22.151,11.0467,34.299807,30.2589,11.0441,4.23552,129.376,1023.1798
224.75,1488.19,22.346,22.138,11.0469,34.299624,30.2585,11.0443,4.24117,129.549,1023.1793
225,1488.19,22.337,22.129,11.0469,34.299624,30.2586,11.0443,4.24358,129.622,1023.1794
225.25,1488.19,22.32,22.113,11.0467,34.298954,30.2581,11.0441,4.24361,129.623,1023.1789
225.5,1488.19,22.292,22.085,11.0465,34.298771,30.2581,11.0439,4.24991,129.816,1023.1788
225.75,1488.19,22.255,22.049,11.0464,34.298771,30.2582,11.0438,4.25217,129.885,1023.1787
226,1488.19,22.218,22.011,11.0464,34.298953,30.2584,11.0438,4.24996,129.817,1023.1787
226.25,1488.19,22.189,21.983,11.0463,34.29877,30.2583,11.0438,4.25874,130.085,1023.1785
