Time,Sound Velocity ,Pressure,Depth,Temperature ,Conductivity ,Salinity,Potential Temperature,Oxygen [mg/l],Oxygen [umol/Kg],Density
189.75,1452.44,0.02,0.019,10.9763,1.529876,1.0739,10.9763,8.96476,280.026,1000.4508
190,1452.62,0.02,0.02,10.975,1.725409,1.2186,10.975,8.95358,279.646,1000.564
190.25,1452.7,0.021,0.02,10.9733,1.816599,1.2865,10.9733,8.94506,279.365,1000.6172
190.5,1452.74,0.021,0.021,10.9717,1.874162,1.3295,10.9717,8.94358,279.309,1000.651
190.75,1452.71,0.021,0.02,10.9702,1.845872,1.3085,10.9702,8.95085,279.541,1000.6347
191,1452.67,0.02,0.02,10.969,1.81052,1.2821,10.969,8.95227,279.591,1000.6143
191.25,1452.62,0.02,0.02,10.9679,1.761644,1.2458,10.9679,8.95126,279.567,1000.586
191.5,1452.57,0.02,0.02,10.9669,1.709403,1.207,10.9669,8.95708,279.757,1000.5558
191.75,1452.57,0.02,0.019,10.9659,1.707222,1.2054,10.9659,8.9541,279.664,1000.5546
192,1452.48,0.02,0.019,10.9652,1.613968,1.1363,10.9652,8.96071,279.886,1000.5007
192.25,1452.37,0.02,0.02,10.9648,1.491736,1.0461,10.9648,8.97451,280.337,1000.4303
192.5,1452.29,0.021,0.021,10.9645,1.406958,0.9838,10.9645,8.9777,280.45,1000.3816
192.75,1452.16,0.02,0.02,10.9644,1.264614,0.8797,10.9644,8.98292,280.636,1000.3003
193,1452.58,0.02,0.02,10.9639,1.727161,1.2203,10.9639,8.96305,279.941,1000.5665
193.25,1452.65,0.02,0.02,10.9634,1.806664,1.2795,10.9634,8.95852,279.786,1000.6127
193.5,1452.79,0.02,0.019,10.9627,1.961915,1.3955,10.9627,8.95468,279.641,1000.7034
193.75,1452.85,0.02,0.02,10.9619,2.029998,1.4466,10.9619,8.94528,279.336,1000.7434
194,1452.73,0.02,0.02,10.9613,1.908281,1.3554,10.9613,8.94553,279.364,1000.6723
194.25,1452.65,0.02,0.02,10.9606,1.815303,1.286,10.9606,8.95318,279.618,1000.6181
194.5,1452.59,0.02,0.02,10.9596,1.76226,1.2465,10.9596,8.9598,279.833,1000.5874
194.75,1452.46,0.02,0.02,10.959,1.616507,1.1384,10.959,8.96526,280.027,1000.503
195,1452.38,0.02,0.02,10.9584,1.538408,1.0807,10.9583,8.98095,280.53,1000.458
195.25,1452.27,0.02,0.02,10.958,1.414199,0.9893,10.958,8.97491,280.362,1000.3866
195.5,1452.19,0.02,0.02,10.9577,1.323473,0.9228,10.9577,8.97901,280.504,1000.3347
195.75,1452.14,0.02,0.02,10.9574,1.269972,0.8838,10.9574,8.98419,280.675,1000.3042
196,1452.1,0.021,0.02,10.9571,1.2355,0.8587,10.9571,8.98883,280.825,1000.2846
196.25,1452.14,0.02,0.02,10.9566,1.274789,0.8873,10.9566,8.98709,280.764,1000.307
196.5,1452.15,0.02,0.02,10.9557,1.294069,0.9014,10.9557,8.98388,280.661,1000.3181
196.75,1452.16,0.02,0.02,10.9552,1.30869,0.9121,10.9552,8.97941,280.519,1000.3266
197,1452.14,0.02,0.019,10.9544,1.283523,0.8937,10.9544,8.98309,280.638,1000.3123
197.25,1452.08,0.02,0.02,10.9536,1.226215,0.852,10.9536,8.99487,281.015,1000.2797
197.5,1452,0.021,0.02,10.9527,1.13454,0.7855,10.9527,8.99623,281.072,1000.2278
197.75,1451.93,0.021,0.02,10.9522,1.059766,0.7314,10.9522,8.99751,281.124,1000.1855
198,1451.88,0.02,0.02,10.9515,1.006565,0.6931,10.9515,8.99314,280.996,1000.1556
198.25,1451.84,0.021,0.02,10.9509,0.96213,0.6612,10.9509,8.98794,280.84,1000.1307
198.5,1451.79,0.02,0.02,10.9506,0.907341,0.622,10.9506,8.98667,280.809,1000.1
198.75,1451.72,0.021,0.021,10.9501,0.830895,0.5674,10.9501,8.99439,281.062,1000.0574
199,1451.69,0.021,0.021,10.9495,0.798399,0.5443,10.9495,8.99358,281.042,1000.0394
199.25,1451.68,0.02,0.02,10.9494,0.7916,0.5395,10.9494,8.99074,280.954,1000.0356
199.5,1451.69,0.02,0.02,10.949,0.808204,0.5513,10.949,8.99431,281.063,1000.0449
199.75,1451.79,0.021,0.021,10.9489,0.914207,0.6269,10.9489,8.99444,281.051,1000.1041
200,1451.91,0.02,0.02,10.9485,1.05762,0.7299,10.9485,8.99336,280.994,1000.1848
200.25,1452.07,0.021,0.021,10.9483,1.231022,0.8556,10.9483,8.98441,280.687,1000.2831
200.5,1452.16,0.021,0.021,10.9481,1.336847,0.9329,10.9481,8.98647,280.735,1000.3435
200.75,1452.16,0.02,0.02,10.9479,1.334099,0.9309,10.9479,8.98765,280.772,1000.342
201,1452.05,0.021,0.021,10.9477,1.219096,0.847,10.9477,8.992,280.926,1000.2764
201.25,1452.04,0.021,0.021,10.9475,1.206035,0.8375,10.9475,8.99908,281.15,1000.269
201.5,1452.01,0.021,0.021,10.9473,1.174003,0.8142,10.9473,8.99875,281.144,1000.2508
201.75,1451.94,0.02,0.02,10.9472,1.097389,0.7587,10.9472,8.99878,281.158,1000.2074
202,1451.87,0.021,0.021,10.9468,1.013077,0.6979,10.9468,9.00919,281.496,1000.1599
202.25,1451.78,0.021,0.021,10.9465,0.92232,0.6327,10.9465,9.01419,281.667,1000.1089
202.5,1451.71,0.02,0.02,10.946,0.840656,0.5744,10.946,9.01477,281.698,1000.0633
202.75,1451.65,0.02,0.02,10.9458,0.776274,0.5287,10.9458,9.01841,281.822,1000.0275
203,1451.6,0.021,0.021,10.9454,0.720683,0.4894,10.9454,9.0208,281.905,999.9967
203.25,1451.57,0.021,0.021,10.9451,0.680516,0.461,10.9451,9.02178,281.942,999.9746
203.5,1451.54,0.021,0.021,10.945,0.647908,0.4381,10.945,9.02934,282.183,999.9566
203.75,1451.51,0.021,0.021,10.9452,0.618357,0.4174,10.9452,9.03148,282.255,999.9404
204,1451.49,0.021,0.021,10.9455,0.590247,0.3977,10.9455,9.0276,282.138,999.9249
204.25,1451.47,0.02,0.02,10.946,0.565349,0.3803,10.946,9.03472,282.364,999.9112
204.5,1451.45,0.021,0.021,10.9463,0.545627,0.3666,10.9463,9.03474,282.368,999.9004
204.75,1451.44,0.02,0.02,10.9467,0.534495,0.3588,10.9467,9.03249,282.299,999.8943
205,1451.44,0.021,0.021,10.9473,0.525634,0.3527,10.9473,9.03582,282.405,999.8894
205.25,1451.43,0.02,0.02,10.9479,0.517271,0.3468,10.9479,9.03188,282.283,999.8848
205.5,1451.43,0.02,0.02,10.9484,0.50685,0.3396,10.9484,9.03748,282.46,999.8791
205.75,1451.42,0.02,0.02,10.9494,0.495769,0.3319,10.9494,9.02538,282.083,999.873
206,1451.41,0.02,0.02,10.9501,0.484606,0.3242,10.9501,9.03367,282.344,999.8668
206.25,1451.41,0.021,0.021,10.9508,0.475188,0.3177,10.9508,9.03177,282.286,999.8616
206.5,1451.4,0.021,0.021,10.9513,0.46615,0.3114,10.9513,9.03118,282.269,999.8567
206.75,1451.4,0.02,0.02,10.9518,0.458044,0.3058,10.9518,9.03203,282.297,999.8523
207,1451.39,0.021,0.021,10.9524,0.450316,0.3005,10.9524,9.03097,282.265,999.848
207.25,1451.39,0.021,0.021,10.9529,0.441435,0.2944,10.9529,9.03298,282.329,999.8432
207.5,1451.38,0.02,0.02,10.9535,0.432008,0.2879,10.9535,9.03212,282.304,999.838
207.75,1451.38,0.021,0.021,10.954,0.422268,0.2812,10.954,9.03864,282.509,999.8327
208,1451.37,0.021,0.021,10.9544,0.412186,0.2743,10.9544,9.0304,282.253,999.8272
208.25,1451.36,0.021,0.021,10.9546,0.403062,0.268,10.9546,9.02734,282.158,999.8223
208.5,1451.36,0.02,0.02,10.955,0.395471,0.2628,10.955,9.03769,282.483,999.8182
208.75,1451.35,0.021,0.021,10.9552,0.38872,0.2582,10.9552,9.03389,282.365,999.8145
209,1451.35,0.02,0.02,10.9556,0.382144,0.2537,10.9556,9.03748,282.479,999.811
209.25,1451.34,0.02,0.02,10.9561,0.376176,0.2496,10.9561,9.0383,282.505,999.8077
209.5,1451.34,0.021,0.021,10.9565,0.370353,0.2456,10.9565,9.03132,282.288,999.8045
209.75,1451.34,0.02,0.02,10.957,0.364763,0.2418,10.957,9.03852,282.514,999.8015
210,1451.34,0.021,0.021,10.9575,0.360413,0.2388,10.9575,9.04173,282.615,999.7991
210.25,1451.34,0.021,0.021,10.9579,0.365887,0.2426,10.9579,9.03994,282.558,999.802
210.5,1451.37,0.021,0.021,10.9583,0.391663,0.2602,10.9583,9.03238,282.318,999.8158
210.75,1451.4,0.02,0.02,10.9588,0.426689,0.2842,10.9588,9.03389,282.36,999.8346
211,1451.42,0.021,0.021,10.9592,0.45567,0.3041,10.9592,9.03121,282.272,999.8502
211.25,1451.43,0.021,0.021,10.9595,0.466121,0.3113,10.9595,9.0366,282.439,999.8558
211.5,1451.43,0.021,0.021,10.9597,0.462763,0.309,10.9597,9.03386,282.353,999.854
211.75,1451.43,0.021,0.021,10.96,0.457696,0.3055,10.96,9.02516,282.082,999.8512
212,1451.43,0.022,0.021,10.9603,0.451329,0.3011,10.9603,9.02945,282.217,999.8477
212.25,1451.42,0.021,0.021,10.9609,0.448522,0.2992,10.9608,9.03969,282.538,999.8461
212.5,1451.43,0.021,0.021,10.9618,0.448609,0.2992,10.9618,9.04098,282.578,999.8461
212.75,1451.43,0.021,0.021,10.9627,0.448754,0.2993,10.9627,9.03996,282.546,999.8461
213,1451.44,0.021,0.021,10.9638,0.448001,0.2988,10.9638,9.03215,282.302,999.8455
213.25,1451.44,0.021,0.021,10.9649,0.445629,0.2972,10.9649,9.03289,282.326,999.8441
213.5,1451.44,0.021,0.021,10.9659,0.442678,0.2951,10.9659,9.03187,282.294,999.8424
213.75,1451.44,0.021,0.021,10.9671,0.438716,0.2924,10.9671,9.03869,282.508,999.8402
214,1451.44,0.021,0.021,10.9682,0.433569,0.2888,10.9681,9.02722,282.15,999.8373
214.25,1451.44,0.021,0.021,10.969,0.427239,0.2845,10.969,9.03318,282.338,999.8338
214.5,1451.44,0.021,0.021,10.97,0.419725,0.2793,10.97,9.03025,282.247,999.8296
214.75,1451.43,0.021,0.021,10.9709,0.411695,0.2738,10.9709,9.03629,282.437,999.8252
215,1451.44,0.021,0.021,10.9719,0.414583,0.2758,10.9719,9.03838,282.502,999.8266
215.25,1451.52,0.021,0.021,10.973,0.510072,0.3416,10.9729,9.02952,282.211,999.8782
215.5,1451.72,0.022,0.021,10.9742,0.731537,0.4966,10.9742,9.01912,281.852,999.9995
215.75,1451.86,0.022,0.021,10.9751,0.883975,0.6049,10.9751,9.00935,281.523,1000.0842
216,1451.95,0.022,0.021,10.9762,0.979227,0.673,10.9762,9.0155,281.7,1000.1374
216.25,1452.04,0.021,0.021,10.9773,1.081687,0.7467,10.9773,9.0067,281.409,1000.195
216.5,1452.07,0.022,0.021,10.9784,1.108052,0.7658,10.9784,9.00725,281.422,1000.2097
216.75,1452.02,0.021,0.021,10.9793,1.044599,0.72,10.9793,8.99831,281.152,1000.1738
217,1451.96,0.021,0.021,10.9801,0.972428,0.6681,10.9801,9.00925,281.506,1000.1331
217.25,1451.9,0.021,0.021,10.9809,0.909087,0.6227,10.9809,9.00912,281.512,1000.0975
217.5,1451.86,0.021,0.021,10.9816,0.858746,0.5868,10.9816,9.00802,281.485,1000.0693
217.75,1451.83,0.021,0.02,10.9824,0.817277,0.5573,10.9823,9.01579,281.734,1000.0461
218,1451.81,0.021,0.021,10.9837,0.790482,0.5382,10.9837,9.015,281.714,1000.0311
218.25,1451.81,0.021,0.021,10.9849,0.788157,0.5366,10.9849,9.01875,281.832,1000.0297
218.5,1451.84,0.022,0.021,10.9869,0.807851,0.5505,10.9869,9.02187,281.926,1000.0404
218.75,1451.86,0.021,0.021,10.9884,0.826178,0.5635,10.9884,9.01908,281.836,1000.0504
219,1451.87,0.021,0.02,10.99,0.825175,0.5628,10.99,9.01751,281.787,1000.0497
219.25,1451.86,0.021,0.021,10.9914,0.807792,0.5504,10.9914,9.02184,281.925,1000.0398
219.5,1451.84,0.021,0.021,10.993,0.785451,0.5345,10.993,9.01966,281.861,1000.0273
219.75,1451.84,0.02,0.02,10.9943,0.782068,0.5321,10.9943,9.01687,281.774,1000.0252
220,1451.89,0.021,0.021,10.9958,0.822729,0.5609,10.9958,9.01822,281.81,1000.0476
220.25,1452,0.022,0.021,10.9976,0.942171,0.6461,10.9976,9.01206,281.599,1000.1141
220.5,1452.13,0.021,0.021,10.9992,1.080971,0.7458,10.9992,9.00279,281.287,1000.192
220.75,1452.23,0.021,0.021,11.0008,1.183266,0.8198,11.0008,8.99922,281.159,1000.2496
221,1452.27,0.021,0.021,11.0023,1.223,0.8486,11.0023,8.99565,281.041,1000.272
221.25,1452.26,0.022,0.021,11.0037,1.208616,0.8381,11.0037,8.99395,280.991,1000.2637
221.5,1452.2,0.022,0.021,11.0052,1.140613,0.7888,11.0052,8.99787,281.124,1000.2249
221.75,1452.12,0.022,0.021,11.0067,1.041024,0.7169,11.0067,8.9984,281.157,1000.1685
222,1452.04,0.021,0.021,11.0087,0.940333,0.6446,11.0087,9.00224,281.292,1000.1118
222.25,1451.97,0.021,0.021,11.0107,0.848888,0.5793,11.0107,9.00649,281.44,1000.0605
222.5,1451.91,0.021,0.021,11.0131,0.776979,0.5282,11.0131,9.01396,281.684,1000.0203
222.75,1451.87,0.021,0.021,11.0155,0.723851,0.4907,11.0155,9.00989,281.566,999.9906
223,1451.85,0.021,0.021,11.0179,0.681775,0.461,11.0179,9.00798,281.513,999.9671
223.25,1451.83,0.022,0.021,11.0202,0.65311,0.4409,11.0202,9.01313,281.678,999.9511
223.5,1451.84,0.021,0.021,11.0225,0.652701,0.4406,11.0225,9.02356,282.004,999.9506
223.75,1451.87,0.022,0.021,11.0244,0.675775,0.4567,11.0244,9.02203,281.953,999.9631
224,1451.89,0.021,0.021,11.0261,0.695859,0.4708,11.0261,9.0124,281.649,999.974
224.25,1451.9,0.021,0.021,11.0278,0.701044,0.4745,11.0278,9.00918,281.547,999.9766
224.5,1451.97,0.021,0.021,11.0293,0.776097,0.5274,11.0293,9.0135,281.671,1000.0179
224.75,1452.1,0.021,0.021,11.0309,0.908583,0.6215,11.0309,9.00647,281.43,1000.0914
